# 「샘」(질량손실) 게이트 판정 — 기준 B · (무리 · 신호) 짝 (미해결 #84 · 세션 7.77)
# [가정값: 업계 공개자료 전형범위 · 프로젝트정리 5장] 실측 아님
# 가정값 기반 — 실측 아님.
#
# 내는 명령: .venv/Scripts/python.exe -m cdu_simul.massloss_gate --pairs
#   (읽는 것은 results/cdu_dataset.csv 하나다. 판정 기준·임계는 이 파일이
#    만들지 않는다 — docs/session745-massloss-gate-criteria.md 의 것을 쓴다.)
#
# 실린 짝: 이상 기구를 진 CDU 만 9,600. 뺀 짝 7,680 —
#   이웃 CDU 다. 뺀 근거는 기준 문서 2-4: 기대 부호는 기구를 진
#   CDU 에서 나온 것이라 이웃 CDU 의 통과·실패가 무엇을 뜻하는지
#   정해지지 않았다. 리포트의 통과율도 같은 모집단으로 내므로,
#   목록과 통과율이 같은 모집단을 봐야 합격선을 그을 때 어긋나지
#   않는다.
#   **이 파일은 전 짝이 아니다.** 이웃 CDU 짝까지 내려면 같은
#   명령에 --all-cdu 를 붙인다 (--pairs --all-cdu) — 그러면 같은
#   두 파일이 전 짝으로 다시 쓰인다. 세션 7.77 은 붙이지 않았다.
#
# 여유(margin) = value − threshold. **> 0 이면 통과쪽 여유다.**
#   A: value = delta_abs × expected_sign · threshold = 0 (원단위)
#   C: value = |delta_judged| · threshold = NOISE_THRESHOLD[unit] (판정단위)
#   B: margin = 수준 오름차순 |Δ| 의 이웃 차 최소 · threshold = 0 (원단위)
#   「해당 없음」 짝의 여유는 판정에 쓰이지 않는다 — 자리만 채운다.
#   unit 열은 **신호의 판정단위**(리포트와 같다)이고, A 의 value·margin 은
#   그것과 달리 원단위다 — 어느 쪽인지는 margin_unit 열이 말한다.
criterion,pump_head_rated_mAq,branch_dp_rated_mAq,valve_dp_rated_mAq,ntu,T_secondary_supply_C,cdu_config,cdu_index,load_percent,residual_return_share,pump_sees_supply_flow,share_uses_return_flow,signal,verdict,margin,threshold,margin_unit 
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,False,True,⑴ 총유량,통과,0.029742407394715897,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,False,True,⑵ 펌프 양정,통과,0.00265143887631325,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,False,True,⑶ 주입랙 통과유량,통과,0.003717800924339265,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,False,True,⑷ 타 랙 유량,통과,0.003717800924339265,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,False,True,⑸ 주입랙 출구온도,통과,0.029425646523392857,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,False,⑴ 총유량,통과,0.025628474036095028,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,False,⑵ 펌프 양정,통과,0.007875439557263775,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,False,⑶ 주입랙 통과유량,통과,0.0032035592545114344,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,False,⑷ 타 랙 유량,통과,0.0032035592545114344,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,False,⑸ 주입랙 출구온도,통과,0.0335578474153877,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,True,⑴ 총유량,통과,0.025650583455346876,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,True,⑵ 펌프 양정,통과,0.00788237607175546,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,True,⑶ 주입랙 통과유량,통과,0.0032063229319183595,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,True,⑷ 타 랙 유량,통과,0.0032063229319183595,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_asymmetric,0,100.0,1.0,True,True,⑸ 주입랙 출구온도,통과,0.027345976496661706,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,False,⑴ 총유량,통과,0.004020617213178923,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,False,⑵ 펌프 양정,통과,0.010439187318244336,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,False,⑶ 주입랙 통과유량,통과,0.0005025771516475874,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,False,⑷ 타 랙 유량,통과,0.0005025771516475874,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,False,⑸ 주입랙 출구온도,통과,0.004796298694962786,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,True,⑴ 총유량,통과,0.004024860670996944,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,True,⑵ 펌프 양정,통과,0.010437910530363581,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,True,⑶ 주입랙 통과유량,통과,0.0005031075838743959,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,True,⑷ 타 랙 유량,통과,0.0005031075838743959,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,False,True,⑸ 주입랙 출구온도,통과,0.003508237114061785,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,False,⑴ 총유량,해당 없음,1.4053167545213796e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,False,⑵ 펌프 양정,해당 없음,4.294536431359575e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,False,⑶ 주입랙 통과유량,해당 없음,1.7566459433737691e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,False,⑷ 타 랙 유량,해당 없음,1.7566459433737691e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,False,⑸ 주입랙 출구온도,통과,0.004280637684914268,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,True,⑴ 총유량,해당 없음,9.812478646509248e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,True,⑵ 펌프 양정,해당 없음,2.9986184308938846e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,True,⑶ 주입랙 통과유량,해당 없음,1.2265598312577453e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,True,⑷ 타 랙 유량,해당 없음,1.2265598312577453e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.0,True,True,⑸ 주입랙 출구온도,통과,0.0029887304908911005,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,False,⑴ 총유량,통과,0.016868703409432584,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,False,⑵ 펌프 양정,통과,0.006561996535541681,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,False,⑶ 주입랙 통과유량,통과,0.002108587926179739,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,False,⑷ 타 랙 유량,통과,0.002108587926179739,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,False,⑸ 주입랙 출구온도,통과,0.006031686266602776,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,True,⑴ 총유량,통과,0.01687290521958218,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,True,⑵ 펌프 양정,통과,0.0065607249146246716,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,True,⑶ 주입랙 통과유량,통과,0.0021091131524477724,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,True,⑷ 타 랙 유량,통과,0.0021091131524477724,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,False,True,⑸ 주입랙 출구온도,통과,0.0047545105961859235,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,False,⑴ 총유량,통과,0.012810582031463014,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,False,⑵ 펌프 양정,통과,0.003926048775788615,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,False,⑶ 주입랙 통과유량,통과,0.0016013227539328767,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,False,⑷ 타 랙 유량,통과,0.0016013227539328767,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,False,⑸ 주입랙 출구온도,통과,0.005519780091304938,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,True,⑴ 총유량,통과,0.012814781072684411,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,True,⑵ 펌프 양정,통과,0.003927339364825144,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,True,⑶ 주입랙 통과유량,통과,0.0016018476340851073,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,True,⑷ 타 랙 유량,통과,0.0016018476340851073,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,0.5,True,True,⑸ 주입랙 출구온도,통과,0.004238776748081818,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,False,⑴ 총유량,통과,0.02979212622072147,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,False,⑵ 펌프 양정,통과,0.002632157940741564,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,False,⑶ 주입랙 통과유량,통과,0.003724015777589962,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,False,⑷ 타 랙 유량,통과,0.003724015777589962,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,False,⑸ 주입랙 출구온도,통과,0.007258645943679198,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,True,⑴ 총유량,통과,0.02979628644251875,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,True,⑵ 펌프 양정,통과,0.0026308648243720256,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,True,⑶ 주입랙 통과유량,통과,0.0037245358053148436,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,True,⑷ 타 랙 유량,통과,0.0037245358053148436,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,False,True,⑸ 주입랙 출구온도,통과,0.005992313058669652,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,False,⑴ 총유량,통과,0.02571055432175129,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,False,⑵ 펌프 양정,통과,0.00788914426203391,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,False,⑶ 주입랙 통과유량,통과,0.003213819290218467,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,False,⑷ 타 랙 유량,통과,0.003213819290218467,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,False,⑸ 주입랙 출구온도,통과,0.006750488970169499,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,True,⑴ 총유량,통과,0.025714711773977328,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,True,⑵ 펌프 양정,통과,0.007890445570470916,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,True,⑶ 주입랙 통과유량,통과,0.003214338971747166,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,True,⑷ 타 랙 유량,통과,0.003214338971747166,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,20.0,1.0,True,True,⑸ 주입랙 출구온도,통과,0.0054803464676496105,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,False,⑴ 총유량,통과,0.003969098491539924,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,False,⑵ 펌프 양정,통과,0.010470523822288413,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,False,⑶ 주입랙 통과유량,통과,0.0004961373114429346,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,False,⑷ 타 랙 유량,통과,0.0004961373114429346,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,False,⑸ 주입랙 출구온도,통과,0.023297704102986927,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,True,⑴ 총유량,통과,0.003991720179840286,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,True,⑵ 펌프 양정,통과,0.010463707086181273,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,True,⑶ 주입랙 통과유량,통과,0.0004989650224800357,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,True,⑷ 타 랙 유량,통과,0.0004989650224800357,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,False,True,⑸ 주입랙 출구온도,통과,0.016984738300223512,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,False,⑴ 총유량,해당 없음,7.576115813456852e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,False,⑵ 펌프 양정,해당 없음,2.318648594723527e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,False,⑶ 주입랙 통과유량,해당 없음,9.470144766821065e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,False,⑷ 타 랙 유량,해당 없음,9.470144766821065e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,False,⑸ 주입랙 출구온도,통과,0.02120622635879954,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑴ 총유량,해당 없음,5.315834851593593e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑵ 펌프 양정,해당 없음,1.626904319351752e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑶ 주입랙 통과유량,해당 없음,6.644793565158125e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑷ 타 랙 유량,해당 없음,6.644793565158125e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑸ 주입랙 출구온도,통과,0.014875772465543946,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑴ 총유량,통과,0.01680703156056218,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑵ 펌프 양정,통과,0.006590599318762713,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑶ 주입랙 통과유량,통과,0.0021008789450700505,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑷ 타 랙 유량,통과,0.0021008789450700505,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑸ 주입랙 출구온도,통과,0.02949007103553214,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑴ 총유량,통과,0.016829426663644398,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑵ 펌프 양정,통과,0.0065838116380838585,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑶ 주입랙 통과유량,통과,0.0021036783329551056,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑷ 타 랙 유량,통과,0.0021036783329551056,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑸ 주입랙 출구온도,통과,0.0232308441138116,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑴ 총유량,통과,0.012738695725435178,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑵ 펌프 양정,통과,0.0039098058605944175,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑶ 주입랙 통과유량,통과,0.0015923369656798414,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑷ 타 랙 유량,통과,0.0015923369656798414,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑸ 주입랙 출구온도,통과,0.027413081309944687,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑴ 총유량,통과,0.012761072000389007,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑵ 펌프 양정,통과,0.003916693378304359,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑶ 주입랙 통과유량,통과,0.0015951340000488479,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑷ 타 랙 유량,통과,0.0015951340000488479,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑸ 주입랙 출구온도,통과,0.021136439983621358,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑴ 총유량,통과,0.02972020438069478,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑵ 펌프 양정,통과,0.0026583579097341214,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑶ 주입랙 통과유량,통과,0.0037150255475868477,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑷ 타 랙 유량,통과,0.0037150255475868477,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑸ 주입랙 출구온도,통과,0.03564053320866378,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑴ 총유량,통과,0.02974237330424856,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑵ 펌프 양정,통과,0.0026514517657147962,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑶ 주입랙 통과유량,통과,0.00371779666303107,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑷ 타 랙 유량,통과,0.00371779666303107,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑸ 주입랙 출구온도,통과,0.02943482897776306,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑴ 총유량,통과,0.025628392809160516,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑵ 펌프 양정,통과,0.007875421263406679,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑶ 주입랙 통과유량,통과,0.0032035491011443984,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑷ 타 랙 유량,통과,0.0032035491011443984,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑸ 주입랙 출구온도,통과,0.033578005194307536,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑴ 총유량,통과,0.02565054295164515,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑵ 펌프 양정,통과,0.00788237055058616,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑶ 주입랙 통과유량,통과,0.0032063178689551997,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑷ 타 랙 유량,통과,0.0032063178689551997,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑸ 주입랙 출구온도,통과,0.027354960859916844,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,False,,⑴ 총유량,통과,0.00402105231631289,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,False,,⑵ 펌프 양정,통과,0.010439056416977621,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,False,,⑶ 주입랙 통과유량,통과,0.0005026315395395553,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,False,,⑷ 타 랙 유량,통과,0.0005026315395395553,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,False,,⑸ 주입랙 출구온도,통과,0.004664223053723049,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,True,,⑴ 총유량,해당 없음,1.405468379722663e-05,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,True,,⑵ 펌프 양정,해당 없음,4.2949997798302775e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,True,,⑶ 주입랙 통과유량,해당 없음,1.7568354746533288e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,True,,⑷ 타 랙 유량,해당 없음,1.7568354746533288e-06,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.0,True,,⑸ 주입랙 출구온도,통과,0.004281099633736574,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,False,,⑴ 총유량,통과,0.016870524485362637,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,False,,⑵ 펌프 양정,통과,0.00656144543514614,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,False,,⑶ 주입랙 통과유량,통과,0.0021088155606701076,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,False,,⑷ 타 랙 유량,통과,0.0021088155606701076,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,False,,⑸ 주입랙 출구온도,통과,0.005478140627737105,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,True,,⑴ 총유량,통과,0.012811960832207703,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,True,,⑵ 펌프 양정,통과,0.003926472566913475,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,True,,⑶ 주입랙 통과유량,통과,0.0016014951040259628,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,True,,⑷ 타 랙 유량,통과,0.0016014951040259628,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,0.5,True,,⑸ 주입랙 출구온도,통과,0.005099127988643204,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,False,,⑴ 총유량,통과,0.02979533443194171,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,False,,⑵ 펌프 양정,통과,0.0026311567711800876,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,False,,⑶ 주입랙 통과유량,통과,0.003724416803992936,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,False,,⑷ 타 랙 유량,통과,0.003724416803992936,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,False,,⑸ 주입랙 출구온도,통과,0.006282083790210891,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,True,,⑴ 총유량,통과,0.025713314639661533,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,True,,⑵ 펌프 양정,통과,0.0078900133354054,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,True,,⑶ 주입랙 통과유량,통과,0.0032141643299572475,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,True,,⑷ 타 랙 유량,통과,0.0032141643299572475,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,20.0,1.0,True,,⑸ 주입랙 출구온도,통과,0.005907161011826645,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,100.0,0.0,False,,⑴ 총유량,통과,0.003971388994305158,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,100.0,0.0,False,,⑵ 펌프 양정,통과,0.010469833688901531,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,100.0,0.0,False,,⑶ 주입랙 통과유량,통과,0.0004964236242888109,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,100.0,0.0,False,,⑷ 타 랙 유량,통과,0.0004964236242888109,0.0,원단위
B,20.0,2.0,3.0,3.0,30.0,single,0,100.0,0.0,False,,⑸ 주입랙 출구온도,통과,0.02265836543636368,0.0,원단위
