# 「샘」(질량손실) 게이트 판정 — 기준 A·C · (행 · 신호) 짝 (미해결 #84 · 세션 7.77)
# [가정값: 업계 공개자료 전형범위 · 프로젝트정리 5장] 실측 아님
# 가정값 기반 — 실측 아님.
#
# 내는 명령: .venv/Scripts/python.exe -m cdu_simul.massloss_gate --pairs
#   (읽는 것은 results/cdu_dataset.csv 하나다. 판정 기준·임계는 이 파일이
#    만들지 않는다 — docs/session745-massloss-gate-criteria.md 의 것을 쓴다.)
#
# 실린 짝: 이상 기구를 진 CDU 만 48,000. 뺀 짝 38,400 —
#   이웃 CDU 다. 뺀 근거는 기준 문서 2-4: 기대 부호는 기구를 진
#   CDU 에서 나온 것이라 이웃 CDU 의 통과·실패가 무엇을 뜻하는지
#   정해지지 않았다. 리포트의 통과율도 같은 모집단으로 내고,
#   합격선(이 모집단 전수에서 통과율 100 % · 사람이 2026-09-08 에
#   정했다 · CLAUDE.md 게이트 표 세션 4 줄)도 이 모집단에서 판정한다.
#   **이 파일은 전 짝이 아니다.** 이웃 CDU 짝까지 내려면 같은
#   명령에 --all-cdu 를 붙인다 (--pairs --all-cdu) — 그러면 같은
#   두 파일이 전 짝으로 다시 쓰인다. 세션 7.77 은 붙이지 않았다.
#
# 여유(margin) = value − threshold. **> 0 이면 통과쪽 여유다.**
#   A: value = delta_abs × expected_sign · threshold = 0 (원단위)
#   C: value = |delta_judged| · threshold = NOISE_THRESHOLD[unit] (판정단위)
#   B: margin = 수준 오름차순 |Δ| 의 이웃 차 최소 · threshold = 0 (원단위)
#   「해당 없음」 짝의 여유는 판정에 쓰이지 않는다 — 자리만 채운다.
#   unit 열은 **신호의 판정단위**(리포트와 같다)이고, A 의 value·margin 은
#   그것과 달리 원단위다 — 어느 쪽인지는 margin_unit 열이 말한다.
criterion,scenario_id,cdu_index,signal,leak_cdu,level,unit,verdict,threshold,value,margin,margin_unit 
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.012000025411467163,0.012000025411467163,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpret|single,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.0283570396353241,0.0283570396353241,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.02834051224917644,0.02834051224917644,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.02836668136430731,0.02836668136430731,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.028340449869816098,0.028340449869816098,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g0.5|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.028366568013481697,0.028366568013481697,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpsup|single,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.024181491410292466,0.024181491410292466,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.024193846492174487,0.024193846492174487,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.024167525667063927,0.024167525667063927,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.024193870770876202,0.024193870770876202,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.024167601178834985,0.024167601178834985,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpret|single,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.016272374463966344,0.016272374463966344,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.01626289616377008,0.01626289616377008,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.01628900396670474,0.01628900396670474,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.016262838105841837,0.016262838105841837,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd27|L100|Qfrac1|g1|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,1.0,mAq,통과,0.0,0.01628889511192355,0.01628889511192355,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpsup|single,0,⑵ 펌프 양정,True,0.25,mAq,해당 없음,0.0,-5.021338072452863e-06,-5.021338072452863e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,해당 없음,0.0,-3.7536086523459744e-06,-3.7536086523459744e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,해당 없음,0.0,-5.020776182362852e-06,-5.020776182362852e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,해당 없음,0.0,-3.75505204175397e-06,-3.75505204175397e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,해당 없음,0.0,-5.024733479075394e-06,-5.024733479075394e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpret|single,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.01009308193937386,0.01009308193937386,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.010091950168870767,0.010091950168870767,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.01009321471986624,0.01009321471986624,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.010091953326991643,0.010091953326991643,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.010093220386433899,0.010093220386433899,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpsup|single,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.0030256382200413157,0.0030256382200413157,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.003026566135318376,0.003026566135318376,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.003025299696616912,0.003025299696616912,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.00302656492261022,0.00302656492261022,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.0030252959721330797,0.0030252959721330797,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpret|single,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.007068047495355501,0.007068047495355501,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.007067255044074017,0.007067255044074017,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.007068518869822071,0.007068518869822071,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.007067257970248875,0.007067257970248875,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g0.5|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.007068524302326296,0.007068524302326296,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpsup|single,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.006060159389978281,0.006060159389978281,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.00606074715451399,0.00606074715451399,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.006059481445237935,0.006059481445237935,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.006060746171883125,0.006060746171883125,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.006059477952963022,0.006059477952963022,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpret|single,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.004039154581747084,0.004039154581747084,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.004038701786694077,0.004038701786694077,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.004039964886594305,0.004039964886594305,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.004038704481537536,0.004038704481537536,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.25|g1|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.25,mAq,통과,0.0,0.004039970085646161,0.004039970085646161,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpsup|single,0,⑵ 펌프 양정,True,0.5,mAq,해당 없음,0.0,-1.0038194304229364e-05,-1.0038194304229364e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,해당 없음,0.0,-7.505889822567724e-06,-7.505889822567724e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,해당 없음,0.0,-1.0037075561797337e-05,-1.0037075561797337e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,해당 없음,0.0,-7.50877863353594e-06,-7.50877863353594e-06,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,해당 없음,0.0,-1.0044989672053362e-05,-1.0044989672053362e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpret|single,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.020167381852154165,0.020167381852154165,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.02016512485708688,0.02016512485708688,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.02016764559180828,0.02016764559180828,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.020165131171893336,0.020165131171893336,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.020167656910089704,0.020167656910089704,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpsup|single,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.006047900712346177,0.006047900712346177,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.006049755154599268,0.006049755154599268,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.006047226865252497,0.006047226865252497,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.006049752729119007,0.006049752729119007,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.0060472194229603815,0.0060472194229603815,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpret|single,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.014131928792075144,0.014131928792075144,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.014130347679934374,0.014130347679934374,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.014132865546773843,0.014132865546773843,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.014130353526429218,0.014130353526429218,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g0.5|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.014132876388323723,0.014132876388323723,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpsup|single,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.012121282539315104,0.012121282539315104,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.012122457767077321,0.012122457767077321,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.01211993237894049,0.01211993237894049,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.012122455802462184,0.012122455802462184,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.012119925406008036,0.012119925406008036,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpret|single,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.008081057953681636,0.008081057953681636,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.008080154079841861,0.008080154079841861,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.008082669074013893,0.008082669074013893,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.00808015946045515,0.00808015946045515,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.5|g1|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.5,mAq,통과,0.0,0.008082679441248075,0.008082679441248075,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpsup|single,0,⑵ 펌프 양정,True,0.75,mAq,해당 없음,0.0,-1.505053932504552e-05,-1.505053932504552e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,해당 없음,0.0,-1.1256835364292783e-05,-1.1256835364292783e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,해당 없음,0.0,-1.504886876446676e-05,-1.504886876446676e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,해당 없음,0.0,-1.1261171639631584e-05,-1.1261171639631584e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,해당 없음,0.0,-1.5060739180228211e-05,-1.5060739180228211e-05,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpret|single,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.030222883768811215,0.030222883768811215,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.03021950810463281,0.03021950810463281,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.030223276657444842,0.030223276657444842,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.0302195175746931,0.0302195175746931,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.030223293612561264,0.030223293612561264,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpsup|single,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.009066777426298245,0.009066777426298245,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.009069557000067618,0.009069557000067618,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.009065771440898374,0.009065771440898374,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.009069553361705118,0.009069553361705118,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.00906576028743089,0.00906576028743089,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpret|single,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.021191616094668575,0.021191616094668575,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.021189250108182733,0.021189250108182733,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.021193012282552104,0.021193012282552104,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.021189258869149796,0.021189258869149796,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g0.5|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.02119302850977789,0.02119302850977789,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpsup|single,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.01818334402698696,0.01818334402698696,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpsup|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.018185106414627228,0.018185106414627228,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpsup|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.018181327346145082,0.018181327346145082,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpsup|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.018185103468653097,0.018185103468653097,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpsup|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.018181316904097855,0.018181316904097855,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpret|single,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.012125694625481742,0.012125694625481742,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpret|dual_symmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.012124341383042747,0.012124341383042747,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpret|dual_symmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.012128097162399598,0.012128097162399598,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpret|dual_asymmetric|shareret,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.012124349440391313,0.012124349440391313,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac0.75|g1|pumpret|dual_asymmetric|sharesup,0,⑵ 펌프 양정,True,0.75,mAq,통과,0.0,0.012128112667205926,0.012128112667205926,원단위
A,steady|massloss|H22.4/dPb3/dPv5|NTU2|T2nd30|L20|Qfrac1|g0|pumpsup|single,0,⑵ 펌프 양정,True,1.0,mAq,해당 없음,0.0,-2.0058343508821963e-05,-2.0058343508821963e-05,원단위
